FEAT_0,FEAT_1,FEAT_2,FEAT_3,FEAT_4,FEAT_5,FEAT_6,FEAT_7,FEAT_8,FEAT_9,FEAT_10,FEAT_11,FEAT_12,FEAT_13,FEAT_14,FEAT_15,FEAT_16,FEAT_17,CATEGORY
0.87,JOB_A,1,4,-0.87,0,3,0.04,0.01,0,0,0.3,0.6,-0.6,4,CITY_A,0.94,0.21,2
0.06,JOB_B,1,3,-0.06,2,6,0.47,0.11,0,1,0.2,0.4,-0.4,1,CITY_A,0.63,0.53,2
0.65,JOB_A,1,3,-0.65,2,1,0.42,0.6,8,3,0.9,0.4,-0.4,0,CITY_A,0.04,0.19,1
0.32,JOB_D,1,2,-0.32,3,4,0.82,0,4,2,0.4,0.7,-0.7,6,CITY_A,0.09,0,1
0.41,JOB_A,1,1,-0.41,9,1,0.93,0.56,6,9,0.6,0.4,-0.4,9,CITY_A,0,0.92,1
0.25,JOB_C,1,1,-0.25,1,7,0.13,0,1,2,0.3,0.9,-0.9,7,CITY_A,0.11,0,2
0.69,JOB_A,0,4,-0.69,8,3,0.36,0.07,2,5,0.9,0.1,-0.1,1,CITY_A,0.76,0.35,0
0.72,JOB_A,2,4,-0.72,0,7,0.01,0.32,,0,0.4,0.2,-0.2,8,CITY_A,0.03,0.45,3
0.18,JOB_C,1,2,-0.18,2,3,0.18,0.07,9,10,0.5,0.9,-0.9,2,CITY_A,0.86,0.95,0
0.28,JOB_A,1,4,-0.28,1000,8,0.59,0,9,0,0.5,0.5,-0.5,2,CITY_A,0.82,0.14,0
0.04,JOB_B,2,1,-0.04,7,9,0.49,0.11,3,7,0.3,0.3,-0.3,7,CITY_A,0.3,0.01,3
0.44,JOB_B,0,2,-0.44,5,5,0,0.27,0,10,0.8,0.6,-0.6,3,CITY_A,0.77,0.65,0
0.42,JOB_D,0,4,-0.42,10,8,0.12,0.61,3,2,0.7,0.1,-0.1,3,CITY_A,0.46,0.63,0
0.84,JOB_B,0,4,-0.84,7,9,0.95,0.02,9,9,0.9,0.2,-0.2,0,CITY_A,0.07,0.18,0
0.15,JOB_A,0,3,-0.15,7,3,0,0.38,5,1,0.7,0.7,-0.7,7,CITY_A,1,0.23,0
0.29,JOB_A,0,3,-0.29,2,7,0.6,0.76,5,9,0.1,0.5,-0.5,4,CITY_A,0.17,0.02,2
0.89,JOB_C,0,5,-0.89,1000,5,0.02,0,2,9,0.6,0.6,-0.6,2,CITY_A,0.3,0.54,0
0.72,JOB_D,0,3,-0.72,4,6,0.53,0,0,7,0.5,0.6,-0.6,1,CITY_A,0.1,0.13,0
0.37,JOB_A,2,3,-0.37,3,3,0.71,0.25,0,9,0.3,0.7,-0.7,2,CITY_A,0,0.7,3
0.9,JOB_A,0,2,-0.9,9,0,0.02,0.43,1,10,0.4,0.7,-0.7,1,CITY_A,0.31,0.31,2
0.18,JOB_D,1,2,-0.18,1000,8,0.18,0.01,10,7,0.9,0.1,-0.1,1,CITY_A,0.75,0.13,0
0.51,JOB_C,2,3,-0.51,3,6,0.74,0.77,10,8,0.2,0.1,-0.1,6,CITY_A,0.12,0.27,3
0.07,JOB_B,2,3,-0.07,6,8,0,0.31,0,3,0.9,1,-1,5,CITY_A,0.01,0.01,1
0.52,JOB_C,2,5,-0.52,5,2,0.06,0,10,5,0.5,0,0,5,CITY_A,0.24,0.07,0
0.05,JOB_C,1,4,-0.05,1,8,0.08,0.11,7,7,0.4,0.4,-0.4,2,CITY_A,0.08,0.72,2
0.01,JOB_A,2,1,-0.01,9,3,0.95,0.29,6,10,0.9,0,0,6,CITY_A,0.19,0.09,1
0.1,JOB_A,1,3,-0.1,1000,3,0.9,0.23,,3,0.1,0.1,-0.1,5,CITY_A,0.94,0.68,2
0.02,JOB_D,1,3,-0.02,8,2,0.01,0.37,,10,0.2,0.5,-0.5,8,CITY_A,0.85,0.76,1
0.35,JOB_A,0,2,-0.35,8,6,0.64,0.8,2,6,0.8,0.7,-0.7,2,CITY_A,0.73,0.07,1
0.97,JOB_A,2,2,-0.97,10,9,0.76,0.05,7,9,0.9,0.2,-0.2,10,CITY_A,0.51,0.09,2
0.3,JOB_C,1,5,-0.3,0,7,0.07,0.1,,9,0.6,0.3,-0.3,10,CITY_A,0.02,0.24,1
0.15,JOB_A,1,5,-0.15,5,0,0.07,0.06,1,6,0.3,0,0,3,CITY_A,0.48,0.1,1
0,JOB_D,2,5,0,9,9,0.26,0.21,,3,0.6,1,-1,2,CITY_A,0.05,0.34,1
0.13,JOB_D,1,4,-0.13,7,6,0.25,0.14,2,8,0.8,0.7,-0.7,9,CITY_A,0.98,0.52,0
0.01,JOB_A,2,4,-0.01,6,5,0.78,0.96,9,2,0.7,0.1,-0.1,3,CITY_A,0.54,0.1,1
0.3,JOB_C,0,5,-0.3,1,2,0.02,0.26,4,3,0.1,0.9,-0.9,1,CITY_A,0.12,0.43,1
0.77,JOB_A,0,5,-0.77,5,10,0.1,0.53,10,9,0.7,0.6,-0.6,6,CITY_A,0.67,0.98,2
0.88,JOB_A,1,2,-0.88,5,0,0.23,0.17,5,2,0.8,0.2,-0.2,4,CITY_A,0.05,0.49,0
0.03,JOB_A,1,2,-0.03,3,5,0,0.94,7,7,0.7,0.9,-0.9,3,CITY_A,0.23,0,0
0.28,JOB_A,0,5,-0.28,1,9,0.19,0.38,4,6,0.6,0.1,-0.1,1,CITY_A,0.13,0.29,0
0.85,JOB_D,1,3,-0.85,2,0,0.8,0.67,0,2,0.9,0.1,-0.1,0,CITY_A,0.8,0.83,2
0.33,JOB_B,0,2,-0.33,9,9,0.1,0.56,7,9,0.1,0.6,-0.6,2,CITY_A,0.24,0.36,2
0.1,JOB_A,0,4,-0.1,2,0,0.78,0.59,,2,0.8,0.9,-0.9,8,CITY_A,0.17,0.06,0
0.01,JOB_A,0,5,-0.01,8,10,0.36,0.02,10,2,0.9,0.8,-0.8,7,CITY_A,0.64,0.91,0
0.37,JOB_C,1,4,-0.37,3,10,0.6,0.01,,1,0.9,0.9,-0.9,7,CITY_A,0.32,0.12,0
0.62,JOB_A,1,4,-0.62,4,5,0.7,0.01,1,0,0.9,0.2,-0.2,1,CITY_A,0.1,0.18,0
0.08,JOB_B,1,1,-0.08,2,0,0.69,0,5,4,0.7,0.2,-0.2,2,CITY_A,0.03,0.21,0
0.15,JOB_A,0,3,-0.15,1,10,0.32,0.25,10,5,0.7,0.6,-0.6,7,CITY_A,0,0.06,0
0.01,JOB_A,2,3,-0.01,1,2,0.33,0.16,3,4,0.4,0.3,-0.3,1,CITY_A,0.1,0.16,2
0.05,JOB_A,2,3,-0.05,9,5,0.47,0,2,4,0.2,0.5,-0.5,10,CITY_A,0.2,0.08,2
0.3,JOB_B,1,3,-0.3,5,6,0.52,0.04,6,10,0.2,0.2,-0.2,4,CITY_A,0.05,0.67,2
0.43,JOB_A,0,4,-0.43,4,4,0.11,0.15,6,4,0.7,0.1,-0.1,7,CITY_A,0.55,0.27,0
0.09,JOB_C,1,5,-0.09,5,10,0.07,0.13,1,4,0.1,0.1,-0.1,4,CITY_A,0.25,0.22,2
0.08,JOB_B,0,3,-0.08,1,10,0,0.43,3,9,0.6,0.9,-0.9,0,CITY_A,0.87,0,1
0.3,JOB_A,1,3,-0.3,1000,0,0.18,0.03,6,9,0.8,0,0,9,CITY_A,0.09,0.04,0
0.38,JOB_B,1,1,-0.38,1,0,0.6,0.04,7,3,0.4,0.8,-0.8,10,CITY_A,0,0.32,1
0.17,JOB_A,1,5,-0.17,10,0,0.07,0.4,10,1,0.1,0.1,-0.1,7,CITY_A,0.08,0,1
0.1,JOB_A,1,3,-0.1,2,10,0.13,0.84,7,3,0.2,0.7,-0.7,5,CITY_A,0.21,0.05,2
0.35,JOB_D,2,2,-0.35,3,2,0.51,0,3,9,0.2,0.7,-0.7,2,CITY_A,0.96,0.82,2
0,JOB_D,0,2,0,1,1,0.26,0.31,,0,0.6,0,0,3,CITY_A,0.03,0.8,0
0.47,JOB_A,0,2,-0.47,8,7,0.03,0.01,10,8,0.4,0.3,-0.3,5,CITY_A,0.68,0,1
0.62,JOB_C,2,2,-0.62,1,9,0,0.56,9,0,0.2,0.6,-0.6,10,CITY_A,0.97,0.35,3
0.03,JOB_D,1,3,-0.03,5,3,0.4,0.39,3,7,0.6,0.4,-0.4,0,CITY_A,0.37,0.07,0
0.97,JOB_A,0,3,-0.97,8,7,0.09,0,1,5,0.5,0.5,-0.5,8,CITY_A,0,0.18,0
0.23,JOB_D,2,2,-0.23,5,2,0,0.56,10,3,0,0.4,-0.4,9,CITY_A,0.51,0.13,2
0.01,JOB_A,1,4,-0.01,0,5,0.19,0.09,0,6,0.6,0.3,-0.3,1,CITY_A,0.48,0.77,0
0.21,JOB_B,1,5,-0.21,1,5,0.03,0.33,4,9,0.4,0.6,-0.6,8,CITY_A,0.79,0.27,2
0.44,JOB_B,1,4,-0.44,6,3,0.62,0.15,,1,0.1,0.9,-0.9,6,CITY_A,0.34,0.03,2
0.16,JOB_A,1,5,-0.16,6,10,0.05,0.26,,8,0.7,1,-1,2,CITY_A,0.81,0.93,1
0.81,JOB_B,2,4,-0.81,8,0,0.33,0.6,,1,0.7,0.2,-0.2,0,CITY_A,0.11,0.04,2
0.04,JOB_A,1,2,-0.04,2,1,0.65,0.01,2,6,0.5,0.2,-0.2,0,CITY_A,0.02,0.37,0
0.3,JOB_A,1,2,-0.3,0,1,0.04,0.08,1,4,0.6,0.3,-0.3,2,CITY_A,0.2,0.95,0
0.66,JOB_B,1,2,-0.66,5,3,0.68,0.01,2,10,0.3,0.5,-0.5,0,CITY_A,0.17,0.2,2
0.32,JOB_D,1,4,-0.32,6,8,0.15,0.25,10,7,0.4,0.7,-0.7,4,CITY_A,0.64,0.02,2
0.04,JOB_A,0,4,-0.04,8,3,0.44,0.97,5,0,0.2,0.6,-0.6,5,CITY_A,0.66,0.7,1
0.14,JOB_A,0,4,-0.14,9,4,0.1,0.37,4,1,0.7,0.5,-0.5,7,CITY_A,0.2,0.16,0
0.94,JOB_D,0,2,-0.94,0,5,0.81,0.02,7,2,0.1,1,-1,10,CITY_A,0.13,0.42,1
0.42,JOB_A,2,3,-0.42,7,5,0.05,0.4,3,2,0.1,1,-1,9,CITY_A,0.04,0.94,3
0.43,JOB_B,1,4,-0.43,9,0,0.69,0.26,10,6,0.7,0.1,-0.1,5,CITY_A,0.98,0.12,0
0.25,JOB_A,0,2,-0.25,3,10,0.15,0.3,,5,0.3,0.7,-0.7,5,CITY_A,0.16,0.34,2
0.04,JOB_D,2,3,-0.04,1,2,0.61,0.77,4,6,0.4,0.2,-0.2,1,CITY_A,0.25,0.03,2
0.01,JOB_C,1,3,-0.01,9,2,0,0.18,6,8,0.4,0.8,-0.8,6,CITY_A,0.19,0.37,1
0.02,JOB_A,1,3,-0.02,5,10,0.03,0.4,7,9,0.2,0.9,-0.9,0,CITY_A,0.15,0.74,2
0,JOB_B,2,2,0,4,1,0.58,0.62,4,2,0.7,0.1,-0.1,1,CITY_A,0.23,0.04,0
0,JOB_A,2,1,0,5,1,0.98,0.11,1,2,0.9,0.2,-0.2,5,CITY_A,0,0.3,0
0.37,JOB_B,2,1,-0.37,10,6,0.05,0.82,10,4,0.6,0.1,-0.1,5,CITY_A,0.29,0.44,2
0.97,JOB_B,1,3,-0.97,2,2,0.3,0.22,2,10,0.2,0.8,-0.8,3,CITY_A,0.63,0.93,3
0.85,JOB_C,0,3,-0.85,10,1,0.02,0.99,5,10,0.3,0.8,-0.8,0,CITY_A,0.93,0.77,3
0.01,JOB_C,2,2,-0.01,2,6,0.96,0.99,2,0,0.2,0.7,-0.7,10,CITY_A,0.35,0,2
0,JOB_A,0,3,0,5,9,0.04,0.24,6,6,0,0.9,-0.9,1,CITY_A,0.38,0.02,1
0.44,JOB_B,1,3,-0.44,7,3,0,0.05,7,0,0.5,0.7,-0.7,8,CITY_A,0.01,0.15,0
0.12,JOB_B,1,3,-0.12,7,2,0.49,0,5,2,0.5,0.3,-0.3,2,CITY_A,0,0.53,0
0.65,JOB_A,0,4,-0.65,8,5,0.07,0.68,8,6,0.7,0.1,-0.1,2,CITY_A,0,0.77,1
0.51,JOB_A,0,2,-0.51,1000,4,0.1,0.92,10,5,0.5,0,0,10,CITY_A,0.18,0.83,1
0.87,JOB_A,1,4,-0.87,10,1,0.4,0,3,10,0.2,0.1,-0.1,4,CITY_A,0.68,0.2,2
0.68,JOB_D,0,4,-0.68,6,7,0.26,0.27,5,1,0.1,0.7,-0.7,6,CITY_A,0.28,0.42,1
0.36,JOB_B,1,1,-0.36,0,3,0.37,0.47,,1,0.9,0.6,-0.6,2,CITY_A,0.42,0.12,0
0.24,JOB_A,1,2,-0.24,3,10,0.84,0.2,2,8,0.3,0.2,-0.2,1,CITY_A,0.45,0.03,3
0.53,JOB_D,2,5,-0.53,8,5,0.98,0.13,4,0,0.9,0.6,-0.6,3,CITY_A,0.69,0.08,1
0.29,JOB_D,1,4,-0.29,10,5,0.2,0.06,3,9,0.8,0.2,-0.2,3,CITY_A,0.79,0.15,0
0.12,JOB_B,1,5,-0.12,5,6,0.21,0.15,0,2,0.6,0.9,-0.9,5,CITY_A,0.06,0.03,0
0.22,JOB_A,2,1,-0.22,10,2,0.01,0.11,3,10,0.9,0.5,-0.5,2,CITY_A,0.32,0.08,1
0.58,JOB_D,2,2,-0.58,10,1,0.2,0.85,6,7,0.8,0.7,-0.7,2,CITY_A,0.65,0.34,2
0.43,JOB_B,2,2,-0.43,4,3,0.39,0.32,9,7,0.2,1,-1,0,CITY_A,0.16,0,3
0.25,JOB_C,0,3,-0.25,1,3,0.35,0.22,7,5,0.4,0.3,-0.3,6,CITY_A,0.3,0,1
0.81,JOB_C,0,1,-0.81,8,5,0.73,0.55,0,8,0.4,0.9,-0.9,9,CITY_A,0.04,0.97,3
0.19,JOB_A,1,1,-0.19,0,2,0.81,0.1,6,2,0.7,0.1,-0.1,8,CITY_A,0.01,0.88,0
0.82,JOB_B,1,5,-0.82,7,0,0.31,0.71,0,0,0.1,0.1,-0.1,6,CITY_A,0.32,0.45,3
0.83,JOB_B,1,3,-0.83,0,6,0.95,0,0,0,0.8,0.9,-0.9,9,CITY_A,0.09,0.27,0
0.46,JOB_A,1,2,-0.46,2,9,0.02,0.02,2,0,0.4,0.2,-0.2,7,CITY_A,0.66,0,2
1,JOB_A,1,1,-1,4,9,0.87,0.51,0,8,0.1,0.2,-0.2,2,CITY_A,0.05,0.07,3
0.7,JOB_A,2,1,-0.7,2,2,0.02,0.97,1,9,0.2,0.5,-0.5,5,CITY_A,0.03,0,3
0.05,JOB_C,1,5,-0.05,3,0,0.37,0.42,6,0,0.6,0.4,-0.4,10,CITY_A,0.32,0.08,0
0.01,JOB_C,1,5,-0.01,5,8,0.77,0,3,4,0.1,0.9,-0.9,1,CITY_A,0.23,0.01,2
0.14,JOB_A,1,4,-0.14,9,6,0.08,0.53,4,0,0.2,0.4,-0.4,7,CITY_A,0.25,0.04,2
0.1,JOB_B,1,4,-0.1,10,10,0.06,0.02,1,3,0.9,0.9,-0.9,8,CITY_A,0.08,0.09,0
0.32,JOB_A,2,1,-0.32,9,8,0.66,0.38,8,9,0.1,0.5,-0.5,7,CITY_A,0.17,0,3
0.63,JOB_A,2,1,-0.63,8,9,0.14,0.09,8,0,0.1,0.9,-0.9,5,CITY_A,0.01,0.01,3
0.02,JOB_B,2,2,-0.02,2,9,0.56,0.77,1,6,0.9,0.3,-0.3,9,CITY_A,0.78,0.75,2
0.64,JOB_A,1,4,-0.64,2,5,0.02,0,6,7,0.5,0.1,-0.1,8,CITY_A,0.09,0,0
0.39,JOB_A,2,5,-0.39,8,10,0,0.1,4,0,0.9,0.5,-0.5,9,CITY_A,0.86,0.47,2
0.56,JOB_D,1,4,-0.56,10,5,0.79,0.04,1,4,0.6,0.4,-0.4,9,CITY_A,0.05,0.16,0
0,JOB_A,1,5,0,1,8,0,0.04,3,2,0.7,0.5,-0.5,6,CITY_A,0.49,0.91,0
0.04,JOB_D,1,3,-0.04,1000,2,0.04,0.01,4,6,0.4,0.4,-0.4,10,CITY_A,0.05,0.03,1
0.53,JOB_A,2,1,-0.53,9,3,0.4,0.34,3,2,0,0.1,-0.1,9,CITY_A,0.9,0.02,3
0.09,JOB_D,2,4,-0.09,10,3,0.01,0.75,6,9,1,0.6,-0.6,0,CITY_A,0.57,0.67,1
0.21,JOB_A,1,3,-0.21,7,3,0.05,0.34,4,10,0,0.3,-0.3,4,CITY_A,0.29,0,2
0.02,JOB_A,2,2,-0.02,9,1,0.05,0.15,5,10,0.1,0.7,-0.7,8,CITY_A,0.97,0.18,3
0.27,JOB_A,1,3,-0.27,10,10,0.34,0.13,5,5,0.1,0.3,-0.3,4,CITY_A,0,0.03,2
0.2,JOB_C,1,1,-0.2,2,7,0.04,0.08,5,4,0.7,0.9,-0.9,5,CITY_A,0,0.39,0
0.1,JOB_C,1,4,-0.1,6,9,0.03,0.18,10,7,0,0.9,-0.9,1,CITY_A,0.01,0.01,2
0.67,JOB_A,2,3,-0.67,0,2,0.24,0,1,6,0.4,0.5,-0.5,10,CITY_A,0.11,0.77,2
0.97,JOB_D,1,2,-0.97,0,3,0.85,0.04,,9,0.8,0.2,-0.2,1,CITY_A,0.29,0.06,0
0.28,JOB_A,1,4,-0.28,1,7,0.07,0.23,10,9,0.9,0.5,-0.5,10,CITY_A,0.19,0.58,1
0.32,JOB_A,1,4,-0.32,1,4,0.05,0.97,4,7,0.7,0.3,-0.3,10,CITY_A,0,0.01,1
0,JOB_A,1,3,0,5,4,0.82,0.36,7,3,0.2,0.5,-0.5,2,CITY_A,0.87,0.48,2
0.02,JOB_C,1,5,-0.02,9,2,0.07,0.72,7,8,0.2,0.7,-0.7,0,CITY_A,0,0.32,1
0.43,JOB_B,1,4,-0.43,8,10,0.8,0.81,0,8,0.7,0.5,-0.5,3,CITY_A,0.77,0.96,2
0,JOB_D,2,2,0,1000,1,0.2,0.12,4,0,0.5,0.6,-0.6,0,CITY_A,0.01,0.08,0
0.48,JOB_B,2,4,-0.48,9,3,0,0.42,7,7,0.7,0,0,10,CITY_A,0.32,0.14,2
0,JOB_C,1,1,0,3,6,0.33,0.08,1,9,0.7,0.4,-0.4,5,CITY_A,0.21,0.48,0
0.66,JOB_A,1,5,-0.66,5,7,0.02,1,3,6,0.7,0.2,-0.2,2,CITY_A,0.14,0.84,3
0.28,JOB_B,2,4,-0.28,10,4,0.03,0.27,7,4,1,0.7,-0.7,0,CITY_A,0.17,0.65,1
0.51,JOB_A,1,3,-0.51,7,0,0.19,0.06,5,1,0.4,0.7,-0.7,4,CITY_A,0,0.57,1
0.76,JOB_A,1,2,-0.76,9,9,0.74,0,9,3,0.9,0.9,-0.9,4,CITY_A,0.72,0.88,1
0.12,JOB_B,1,4,-0.12,7,4,0.34,0.42,,10,0.2,0.7,-0.7,4,CITY_A,0.47,0.1,2
0.7,JOB_A,2,4,-0.7,3,10,0.04,0.57,,6,0.6,0.7,-0.7,4,CITY_A,0.02,0.22,3
0.01,JOB_A,1,4,-0.01,7,10,0.34,0.07,3,9,0.3,0.8,-0.8,8,CITY_A,0.18,0.84,2
0.87,JOB_A,2,4,-0.87,6,4,0.03,0.81,10,2,0.1,0.6,-0.6,5,CITY_A,0.4,0.87,3
0.13,JOB_B,2,1,-0.13,1000,4,0.11,0.87,0,2,0.3,0.1,-0.1,6,CITY_A,0,0.58,2
0.23,JOB_A,1,3,-0.23,9,1,0.5,0.82,1,6,0.1,0.2,-0.2,4,CITY_A,0.84,0.35,2
0.6,JOB_A,1,3,-0.6,6,9,0.12,0.02,9,7,0.7,0.6,-0.6,6,CITY_A,0.14,0.17,1
0.37,JOB_D,1,3,-0.37,10,10,0,0.07,5,1,0.5,0.8,-0.8,3,CITY_A,0.2,0.48,0
0.02,JOB_A,1,2,-0.02,5,8,0.78,0.11,10,9,0.1,0.1,-0.1,3,CITY_A,0.18,0.4,2
0.01,JOB_D,1,2,-0.01,4,10,0.07,0.01,,6,0.3,0.3,-0.3,5,CITY_A,0.62,0.83,2
0.94,JOB_D,1,4,-0.94,10,3,0.31,0.02,2,7,0.4,0.4,-0.4,1,CITY_A,0.53,0.27,1
0.97,JOB_A,1,2,-0.97,8,6,0.03,0.02,6,7,0.2,0,0,10,CITY_A,0.28,0.98,2
0.83,JOB_A,1,4,-0.83,0,7,0.09,0.15,4,3,0.6,0.4,-0.4,7,CITY_A,0.73,0.8,1
0.26,JOB_C,1,4,-0.26,0,10,0.15,0.74,,9,0.8,0.6,-0.6,2,CITY_A,0.68,0.21,1
0.91,JOB_C,2,2,-0.91,1,2,0.54,0.16,4,4,0.8,0.1,-0.1,5,CITY_A,0.05,0.68,1
0.4,JOB_A,0,4,-0.4,1,0,0.04,0.66,4,3,0,0.9,-0.9,9,CITY_A,0.93,0.07,2
0,JOB_A,1,4,0,9,1,0.01,0.16,3,6,0.5,0.1,-0.1,2,CITY_A,0.44,0.05,0
0.02,JOB_A,1,4,-0.02,10,1,0.01,0.95,0,5,0,0.8,-0.8,4,CITY_A,0.68,0.4,1
0.22,JOB_C,1,2,-0.22,0,7,0.01,0.3,3,10,0.4,0.6,-0.6,10,CITY_A,0.03,0.19,2
0.59,JOB_A,1,4,-0.59,0,4,0.59,0.01,8,0,0.8,0.9,-0.9,8,CITY_A,0.04,0.08,0
0.22,JOB_C,2,4,-0.22,3,0,0.67,0.08,10,6,0.3,0.8,-0.8,5,CITY_A,0.27,0.55,2
0.75,JOB_A,0,1,-0.75,1000,8,0.83,0.17,1,8,0.7,0.8,-0.8,7,CITY_A,0.38,0.34,0
0.29,JOB_A,1,3,-0.29,7,5,0.41,0.36,0,3,0.1,0.3,-0.3,1,CITY_A,0.59,0.61,2
0.31,JOB_D,0,4,-0.31,0,7,0.02,0.02,7,1,0.8,0.6,-0.6,3,CITY_A,0.38,0.53,0
0.84,JOB_C,0,5,-0.84,7,5,0.29,0,,1,1,0.4,-0.4,5,CITY_A,0.5,0.04,0
0,JOB_A,2,2,0,3,1,0.97,0.21,6,9,0.9,0.7,-0.7,10,CITY_A,0.34,0.42,1
0.76,JOB_C,0,2,-0.76,4,8,0.35,0.08,1,5,0.2,0.6,-0.6,10,CITY_A,0.33,0.01,1
0.15,JOB_D,1,4,-0.15,0,3,0.92,0.01,1,2,0.3,0.5,-0.5,0,CITY_A,0.14,0.03,1
0.03,JOB_A,2,2,-0.03,7,4,0.15,0.15,2,10,1,0.2,-0.2,2,CITY_A,0.02,0.07,1
0.07,JOB_C,1,1,-0.07,5,6,0.59,0.74,10,0,0.7,0.9,-0.9,0,CITY_A,0.01,0.65,0
0.12,JOB_B,1,4,-0.12,9,3,0.48,0.01,10,7,0.6,0.2,-0.2,5,CITY_A,0.25,0.46,0
0.52,JOB_B,1,4,-0.52,9,9,0.12,0,8,3,0.3,0.4,-0.4,0,CITY_A,0.87,0.44,2
0,JOB_B,1,4,0,4,8,0.53,0.06,8,5,0.9,0.9,-0.9,10,CITY_A,0.88,0.53,1
0.38,JOB_A,1,1,-0.38,3,0,0,0.29,5,10,0.5,0.1,-0.1,5,CITY_A,0.12,0.73,0
0.31,JOB_A,1,3,-0.31,5,9,0.94,0.1,9,6,0.9,0.7,-0.7,4,CITY_A,0.55,0.04,1
0.77,JOB_B,1,4,-0.77,3,6,0.25,0.02,2,9,0.4,0.2,-0.2,1,CITY_A,0,0.8,2
0.09,JOB_A,2,3,-0.09,0,2,0.64,0.53,0,6,0.2,0.4,-0.4,3,CITY_A,0.04,0.81,2
0.01,JOB_C,1,1,-0.01,3,9,0.6,0.07,7,9,0.6,0.2,-0.2,4,CITY_A,0.36,0,1
0.12,JOB_A,1,4,-0.12,6,2,0.91,0.15,9,9,0.7,0.1,-0.1,3,CITY_A,0.12,0.06,0
0.16,JOB_C,1,3,-0.16,1,10,0.73,0.24,8,8,0.8,0.5,-0.5,9,CITY_A,0.02,0.07,1
0.36,JOB_A,1,4,-0.36,2,4,0.03,0,5,2,0.5,0.7,-0.7,2,CITY_A,0.06,0.22,0
0.04,JOB_B,0,2,-0.04,10,4,0,0.4,0,3,0.4,0.1,-0.1,9,CITY_A,0.35,0.48,1
0.24,JOB_A,2,4,-0.24,9,0,0.09,0.75,6,0,0.6,0.8,-0.8,4,CITY_A,0.12,0.01,1
0,JOB_A,1,2,0,6,8,0.25,0.6,10,8,0.5,0.8,-0.8,5,CITY_A,0.91,0.54,1
0.73,JOB_B,1,4,-0.73,10,6,0.43,0.18,7,0,0.1,0.4,-0.4,3,CITY_A,0.03,0.91,2
0.63,JOB_A,1,4,-0.63,1,5,0,0.02,4,7,0.2,0.7,-0.7,2,CITY_A,0.74,0.21,2
0.66,JOB_B,1,4,-0.66,3,8,0.32,0.01,6,9,0.4,0.2,-0.2,0,CITY_A,0.34,0.27,2
0.46,JOB_A,1,2,-0.46,1000,0,0.16,0.97,6,4,0,0.7,-0.7,0,CITY_A,0.71,0.13,3
0.98,JOB_D,2,3,-0.98,3,8,0.05,0,9,5,1,0.4,-0.4,7,CITY_A,0.88,0.06,1
0.15,JOB_C,2,3,-0.15,10,8,0.74,0.61,2,7,0.2,0.4,-0.4,10,CITY_A,0.41,0.02,3
0.22,JOB_D,2,3,-0.22,10,5,0.54,0.36,2,4,0.6,0.9,-0.9,8,CITY_A,0.08,0.3,1
0.89,JOB_B,2,2,-0.89,9,8,0,0.71,10,8,0.9,0.9,-0.9,3,CITY_A,0.22,0.38,3
0.06,JOB_C,0,4,-0.06,1,0,0.95,0.83,8,0,0.9,0.1,-0.1,8,CITY_A,0.04,0.19,0
0.18,JOB_A,1,1,-0.18,0,4,0.22,0,,5,1,0.9,-0.9,2,CITY_A,0.1,0.31,0
0.18,JOB_B,2,4,-0.18,0,6,0.2,0.01,7,7,0.5,0.3,-0.3,3,CITY_A,0.24,0.02,1
0,JOB_C,2,4,0,1,0,0.9,0.76,2,6,0.2,0.7,-0.7,1,CITY_A,0.26,0.11,2
0.95,JOB_C,2,2,-0.95,8,7,0,0.11,0,3,0.8,1,-1,3,CITY_A,0.92,0.07,1
0.23,JOB_B,1,2,-0.23,9,9,0.04,0.45,9,2,0.6,0.8,-0.8,10,CITY_A,0.72,0.13,1
0.92,JOB_A,0,4,-0.92,6,2,0.44,0.01,9,10,0.7,0.4,-0.4,1,CITY_A,0.65,0.02,0
0.08,JOB_A,1,2,-0.08,2,3,0.78,0.02,1,10,0.3,0.2,-0.2,2,CITY_A,0.42,0.03,2
0.57,JOB_C,1,3,-0.57,1000,5,0.21,0.8,5,5,0.9,0.6,-0.6,9,CITY_A,0,0.32,2
0.56,JOB_A,2,3,-0.56,5,1,0.08,0.9,,10,0.2,0.3,-0.3,0,CITY_A,0.02,0.39,3
0.35,JOB_D,1,1,-0.35,10,3,0.79,0.54,6,6,0.9,0.2,-0.2,3,CITY_A,0.31,0.04,1
0,JOB_A,0,2,0,6,1,0.8,0.69,,2,0.2,0.8,-0.8,2,CITY_A,0.08,0.91,0
0.09,JOB_A,1,2,-0.09,6,6,0.14,0.16,7,10,0.3,1,-1,1,CITY_A,0.38,0.03,2
0.11,JOB_C,2,3,-0.11,6,8,0.46,0.27,9,3,0.4,0.3,-0.3,1,CITY_A,0.3,0.2,3
0.07,JOB_D,2,3,-0.07,8,1,0.02,0.11,3,2,0.9,1,-1,1,CITY_A,0.31,0.78,0
0.03,JOB_A,0,5,-0.03,2,6,0.01,0.98,3,0,0.9,0.1,-0.1,2,CITY_A,0.27,0.42,0
0.41,JOB_A,1,2,-0.41,10,9,0.3,0.55,9,5,0.3,0.3,-0.3,10,CITY_A,0.93,0.51,3
0.63,JOB_A,1,2,-0.63,3,7,0.8,0.95,1,1,0.5,0.3,-0.3,9,CITY_A,0.01,0.74,2
